Marke;Kostenstelle;erpId;orderId;Bestellnummer;Bestelldatum;Versuche;Erster Fehler (UTC);Letzter Fehler (UTC);Angefragter Pfad
Enchilada;Bar Enchilada Augsburg;10262;382824;306;2025-04-28;4;2026-08-03T22:00:34.282Z;2026-08-03T22:27:43.796Z;/api/10262/shop-order/382824/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;383188;307;2025-04-29;4;2026-08-03T22:00:30.998Z;2026-08-03T22:41:37.999Z;/api/10262/shop-order/383188/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;384560;308;2025-05-05;4;2026-08-03T22:00:13.729Z;2026-08-03T22:35:22.226Z;/api/10262/shop-order/384560/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;384564;309;2025-05-05;4;2026-08-03T22:00:15.716Z;2026-08-03T22:29:23.518Z;/api/10262/shop-order/384564/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;387715;310;2025-05-13;4;2026-08-03T22:00:07.748Z;2026-08-03T22:42:18.349Z;/api/10262/shop-order/387715/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;390063;312;2025-05-20;4;2026-08-03T21:59:52.936Z;2026-08-03T22:24:02.906Z;/api/10262/shop-order/390063/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;390697;313;2025-05-21;4;2026-08-03T21:59:50.250Z;2026-08-03T22:39:58.750Z;/api/10262/shop-order/390697/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;392580;314;2025-05-26;4;2026-08-03T21:59:37.511Z;2026-08-03T22:32:45.300Z;/api/10262/shop-order/392580/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;393033;315;2025-05-28;4;2026-08-03T21:59:24.636Z;2026-08-03T22:42:33.814Z;/api/10262/shop-order/393033/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;395447;316;2025-06-03;4;2026-08-03T21:59:09.690Z;2026-08-03T22:33:18.335Z;/api/10262/shop-order/395447/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;395561;317;2025-06-04;4;2026-08-03T21:58:59.579Z;2026-08-03T22:31:08.554Z;/api/10262/shop-order/395561/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;398260;319;2025-06-11;4;2026-08-03T21:58:43.520Z;2026-08-03T22:42:55.491Z;/api/10262/shop-order/398260/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;400208;320;2025-06-16;4;2026-08-03T21:58:33.750Z;2026-08-03T22:37:45.321Z;/api/10262/shop-order/400208/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;400643;321;2025-06-18;4;2026-08-03T21:58:19.343Z;2026-08-03T22:38:32.360Z;/api/10262/shop-order/400643/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;402321;322;2025-06-23;4;2026-08-03T21:58:01.898Z;2026-08-03T22:37:10.384Z;/api/10262/shop-order/402321/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;402334;323;2025-06-23;4;2026-08-03T21:58:04.152Z;2026-08-03T22:29:16.344Z;/api/10262/shop-order/402334/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;405059;324;2025-06-30;4;2026-08-03T21:57:52.009Z;2026-08-03T22:35:00.962Z;/api/10262/shop-order/405059/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;405904;325;2025-07-01;4;2026-08-03T21:57:46.334Z;2026-08-03T22:46:54.430Z;/api/10262/shop-order/405904/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;408738;327;2025-07-08;4;2026-08-03T21:57:31.893Z;2026-08-03T22:37:40.060Z;/api/10262/shop-order/408738/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;409239;328;2025-07-09;4;2026-08-03T21:57:27.607Z;2026-08-03T22:23:37.613Z;/api/10262/shop-order/409239/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;411663;329;2025-07-15;4;2026-08-03T21:57:19.708Z;2026-08-03T22:39:30.666Z;/api/10262/shop-order/411663/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;412585;330;2025-07-17;4;2026-08-03T21:57:13.079Z;2026-08-03T22:36:26.084Z;/api/10262/shop-order/412585/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;414601;331;2025-07-22;4;2026-08-03T21:57:01.276Z;2026-08-03T22:18:14.117Z;/api/10262/shop-order/414601/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;414897;332;2025-07-23;4;2026-08-03T21:56:57.601Z;2026-08-03T22:31:06.735Z;/api/10262/shop-order/414897/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;417718;333;2025-07-29;4;2026-08-03T21:56:49.215Z;2026-08-03T22:37:59.762Z;/api/10262/shop-order/417718/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;418231;334;2025-07-30;4;2026-08-03T21:56:38.533Z;2026-08-03T22:25:48.471Z;/api/10262/shop-order/418231/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;420954;335;2025-08-05;4;2026-08-03T21:56:32.091Z;2026-08-03T22:25:43.093Z;/api/10262/shop-order/420954/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;421488;336;2025-08-06;4;2026-08-03T21:56:29.300Z;2026-08-03T22:31:41.395Z;/api/10262/shop-order/421488/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;423616;337;2025-08-12;4;2026-08-03T21:56:12.127Z;2026-08-03T22:24:18.771Z;/api/10262/shop-order/423616/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;423967;338;2025-08-12;4;2026-08-03T21:56:13.577Z;2026-08-03T22:36:19.867Z;/api/10262/shop-order/423967/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;426964;339;2025-08-19;4;2026-08-03T21:56:06.183Z;2026-08-03T22:32:14.366Z;/api/10262/shop-order/426964/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;427426;340;2025-08-20;4;2026-08-03T21:56:03.112Z;2026-08-03T22:20:11.678Z;/api/10262/shop-order/427426/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;429953;341;2025-08-26;4;2026-08-03T21:55:50.864Z;2026-08-03T22:32:01.055Z;/api/10262/shop-order/429953/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;430470;342;2025-08-27;4;2026-08-03T21:55:47.533Z;2026-08-03T22:24:53.489Z;/api/10262/shop-order/430470/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;433389;343;2025-09-02;4;2026-08-03T21:55:41.029Z;2026-08-03T22:30:49.796Z;/api/10262/shop-order/433389/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;433821;344;2025-09-03;4;2026-08-03T21:55:37.718Z;2026-08-03T22:29:45.088Z;/api/10262/shop-order/433821/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;436456;345;2025-09-09;4;2026-08-03T21:55:32.198Z;2026-08-03T22:39:43.492Z;/api/10262/shop-order/436456/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;437069;346;2025-09-11;4;2026-08-03T21:55:29.490Z;2026-08-03T22:38:36.092Z;/api/10262/shop-order/437069/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;439283;347;2025-09-15;4;2026-08-03T21:55:24.711Z;2026-08-03T22:19:35.216Z;/api/10262/shop-order/439283/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;439370;348;2025-09-16;4;2026-08-03T21:55:17.797Z;2026-08-03T22:27:27.696Z;/api/10262/shop-order/439370/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;443196;349;2025-09-23;4;2026-08-03T21:55:07.812Z;2026-08-03T22:23:16.974Z;/api/10262/shop-order/443196/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;443376;350;2025-09-24;4;2026-08-03T21:55:03.230Z;2026-08-03T22:26:11.144Z;/api/10262/shop-order/443376/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;445589;351;2025-09-29;4;2026-08-03T21:54:52.453Z;2026-08-03T22:21:00.216Z;/api/10262/shop-order/445589/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;449643;352;2025-10-07;4;2026-08-03T21:54:45.143Z;2026-08-03T22:32:53.764Z;/api/10262/shop-order/449643/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;450054;353;2025-10-08;4;2026-08-03T21:54:36.591Z;2026-08-03T22:31:44.481Z;/api/10262/shop-order/450054/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;452560;354;2025-10-14;4;2026-08-03T21:54:23.503Z;2026-08-03T22:35:32.593Z;/api/10262/shop-order/452560/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;452954;355;2025-10-15;4;2026-08-03T21:54:12.733Z;2026-08-03T22:21:20.092Z;/api/10262/shop-order/452954/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;453335;356;2025-10-15;4;2026-08-03T21:54:14.685Z;2026-08-03T22:28:21.424Z;/api/10262/shop-order/453335/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;456413;357;2025-10-22;4;2026-08-03T21:54:04.736Z;2026-08-03T22:29:14.529Z;/api/10262/shop-order/456413/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;457096;358;2025-10-23;4;2026-08-03T21:54:01.870Z;2026-08-03T22:40:08.679Z;/api/10262/shop-order/457096/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;457765;359;2025-10-24;4;2026-08-03T21:53:56.849Z;2026-08-03T22:25:04.642Z;/api/10262/shop-order/457765/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;459434;360;2025-10-28;4;2026-08-03T21:53:37.293Z;2026-08-03T22:25:46.433Z;/api/10262/shop-order/459434/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;463502;361;2025-11-04;4;2026-08-03T21:53:24.388Z;2026-08-03T22:27:32.384Z;/api/10262/shop-order/463502/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;464141;363;2025-11-05;4;2026-08-03T21:53:19.885Z;2026-08-03T22:26:29.549Z;/api/10262/shop-order/464141/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;466406;364;2025-11-10;4;2026-08-03T21:53:14.047Z;2026-08-03T22:34:21.761Z;/api/10262/shop-order/466406/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;467779;365;2025-11-12;4;2026-08-03T21:53:05.370Z;2026-08-03T22:23:13.380Z;/api/10262/shop-order/467779/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;471015;366;2025-11-18;4;2026-08-03T21:52:56.742Z;2026-08-03T22:29:05.168Z;/api/10262/shop-order/471015/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;471645;367;2025-11-19;4;2026-08-03T21:52:53.434Z;2026-08-03T22:27:02.966Z;/api/10262/shop-order/471645/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;474799;368;2025-11-25;4;2026-08-03T21:52:42.098Z;2026-08-03T22:21:51.203Z;/api/10262/shop-order/474799/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;475503;369;2025-11-26;4;2026-08-03T21:52:34.304Z;2026-08-03T22:30:41.848Z;/api/10262/shop-order/475503/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;478892;370;2025-12-02;4;2026-08-03T21:52:22.261Z;2026-08-03T22:38:29.873Z;/api/10262/shop-order/478892/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;479563;371;2025-12-03;4;2026-08-03T21:52:24.173Z;2026-08-03T22:29:30.786Z;/api/10262/shop-order/479563/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;482575;372;2025-12-09;4;2026-08-03T21:52:11.574Z;2026-08-03T22:34:18.372Z;/api/10262/shop-order/482575/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;483323;373;2025-12-10;4;2026-08-03T21:52:05.953Z;2026-08-03T22:19:14.902Z;/api/10262/shop-order/483323/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;486589;374;2025-12-16;4;2026-08-03T21:51:58.156Z;2026-08-03T22:24:08.228Z;/api/10262/shop-order/486589/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;487237;376;2025-12-17;4;2026-08-03T21:51:49.667Z;2026-08-03T22:31:59.313Z;/api/10262/shop-order/487237/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;489756;377;2025-12-22;4;2026-08-03T21:51:40.463Z;2026-08-03T22:40:48.004Z;/api/10262/shop-order/489756/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;492303;378;2025-12-29;4;2026-08-03T21:51:34.616Z;2026-08-03T22:36:43.375Z;/api/10262/shop-order/492303/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;494570;379;2026-01-05;4;2026-08-03T21:51:17.107Z;2026-08-03T22:13:25.321Z;/api/10262/shop-order/494570/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;494574;380;2026-01-05;4;2026-08-03T21:51:18.858Z;2026-08-03T22:26:27.792Z;/api/10262/shop-order/494574/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;498864;382;2026-01-13;4;2026-08-03T21:50:54.595Z;2026-08-03T22:35:02.405Z;/api/10262/shop-order/498864/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;499466;383;2026-01-14;4;2026-08-03T21:50:41.329Z;2026-08-03T22:18:58.179Z;/api/10262/shop-order/499466/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;502413;384;2026-01-20;4;2026-08-03T21:50:30.717Z;2026-08-03T22:28:37.410Z;/api/10262/shop-order/502413/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;503074;385;2026-01-21;4;2026-08-03T21:50:25.643Z;2026-08-03T22:23:35.257Z;/api/10262/shop-order/503074/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;506196;386;2026-01-27;4;2026-08-03T21:50:15.779Z;2026-08-03T22:35:23.915Z;/api/10262/shop-order/506196/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;506996;387;2026-01-28;4;2026-08-03T21:50:12.593Z;2026-08-03T22:30:20.355Z;/api/10262/shop-order/506996/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;510106;388;2026-02-03;4;2026-08-03T21:49:57.492Z;2026-08-03T22:22:05.849Z;/api/10262/shop-order/510106/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;510678;389;2026-02-04;4;2026-08-03T21:49:47.199Z;2026-08-03T22:33:56.670Z;/api/10262/shop-order/510678/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;513884;390;2026-02-10;4;2026-08-03T21:49:41.155Z;2026-08-03T22:09:55.265Z;/api/10262/shop-order/513884/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;514756;391;2026-02-11;4;2026-08-03T21:49:38.422Z;2026-08-03T22:13:46.151Z;/api/10262/shop-order/514756/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;518000;392;2026-02-17;4;2026-08-03T21:49:32.553Z;2026-08-03T22:34:43.790Z;/api/10262/shop-order/518000/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;518793;393;2026-02-18;4;2026-08-03T21:49:24.054Z;2026-08-03T22:21:32.057Z;/api/10262/shop-order/518793/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;521870;394;2026-02-24;4;2026-08-03T21:49:16.989Z;2026-08-03T22:15:25.140Z;/api/10262/shop-order/521870/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;522929;395;2026-02-26;4;2026-08-03T21:49:10.436Z;2026-08-03T22:30:18.478Z;/api/10262/shop-order/522929/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;525606;396;2026-03-02;4;2026-08-03T21:49:04.125Z;2026-08-03T22:28:10.422Z;/api/10262/shop-order/525606/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;526988;398;2026-03-04;4;2026-08-03T21:48:55.927Z;2026-08-03T22:20:05.222Z;/api/10262/shop-order/526988/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;530682;399;2026-03-11;4;2026-08-03T21:48:41.734Z;2026-08-03T22:13:47.888Z;/api/10262/shop-order/530682/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;530756;401;2026-03-11;4;2026-08-03T21:48:46.466Z;2026-08-03T22:31:55.138Z;/api/10262/shop-order/530756/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;535071;402;2026-03-17;4;2026-08-03T21:48:33.473Z;2026-08-03T22:25:41.304Z;/api/10262/shop-order/535071/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;535222;403;2026-03-18;4;2026-08-03T21:48:30.705Z;2026-08-03T22:19:39.109Z;/api/10262/shop-order/535222/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;539409;404;2026-03-24;4;2026-08-03T21:48:23.958Z;2026-08-03T22:09:30.848Z;/api/10262/shop-order/539409/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;539952;405;2026-03-25;4;2026-08-03T21:48:21.128Z;2026-08-03T22:28:29.079Z;/api/10262/shop-order/539952/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;542259;406;2026-03-29;4;2026-08-03T21:48:16.432Z;2026-08-03T22:30:23.935Z;/api/10262/shop-order/542259/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;543778;407;2026-03-31;4;2026-08-03T21:48:10.326Z;2026-08-03T22:15:16.475Z;/api/10262/shop-order/543778/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;546853;408;2026-04-07;4;2026-08-03T21:48:05.819Z;2026-08-03T22:17:11.755Z;/api/10262/shop-order/546853/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;547604;409;2026-04-08;4;2026-08-03T21:47:59.134Z;2026-08-03T22:16:05.854Z;/api/10262/shop-order/547604/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;551403;410;2026-04-14;4;2026-08-03T21:47:42.882Z;2026-08-03T22:11:49.440Z;/api/10262/shop-order/551403/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;552183;411;2026-04-15;4;2026-08-03T21:47:39.679Z;2026-08-03T22:35:49.378Z;/api/10262/shop-order/552183/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;555824;412;2026-04-21;4;2026-08-03T21:47:31.413Z;2026-08-03T22:10:41.100Z;/api/10262/shop-order/555824/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;556542;413;2026-04-22;4;2026-08-03T21:47:25.780Z;2026-08-03T22:24:33.219Z;/api/10262/shop-order/556542/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;559686;414;2026-04-27;4;2026-08-03T21:47:14.410Z;2026-08-03T22:21:21.679Z;/api/10262/shop-order/559686/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;560835;415;2026-04-29;4;2026-08-03T21:46:57.928Z;2026-08-03T22:19:05.933Z;/api/10262/shop-order/560835/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;564656;416;2026-05-06;4;2026-08-03T21:46:40.184Z;2026-08-03T22:28:51.488Z;/api/10262/shop-order/564656/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;565312;417;2026-05-06;4;2026-08-03T21:46:42.169Z;2026-08-03T22:16:50.320Z;/api/10262/shop-order/565312/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;567454;418;2026-05-10;4;2026-08-03T21:46:34.901Z;2026-08-03T22:17:42.343Z;/api/10262/shop-order/567454/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;568562;419;2026-05-12;4;2026-08-03T21:46:26.014Z;2026-08-03T22:25:34.749Z;/api/10262/shop-order/568562/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;572326;421;2026-05-18;4;2026-08-03T21:46:11.993Z;2026-08-03T22:23:20.465Z;/api/10262/shop-order/572326/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;573847;422;2026-05-20;4;2026-08-03T21:46:03.988Z;2026-08-03T22:19:13.079Z;/api/10262/shop-order/573847/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;577026;423;2026-05-26;4;2026-08-03T21:45:50.276Z;2026-08-03T22:24:56.657Z;/api/10262/shop-order/577026/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;578060;424;2026-05-27;4;2026-08-03T21:45:47.100Z;2026-08-03T22:16:56.043Z;/api/10262/shop-order/578060/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;580981;425;2026-06-01;4;2026-08-03T21:45:38.444Z;2026-08-03T22:34:45.267Z;/api/10262/shop-order/580981/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;581824;426;2026-06-02;4;2026-08-03T21:45:31.538Z;2026-08-03T22:24:40.655Z;/api/10262/shop-order/581824/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;585293;427;2026-06-09;4;2026-08-03T21:45:19.317Z;2026-08-03T22:27:26.228Z;/api/10262/shop-order/585293/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;586591;428;2026-06-11;4;2026-08-03T21:45:13.454Z;2026-08-03T22:22:19.247Z;/api/10262/shop-order/586591/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;590069;429;2026-06-16;4;2026-08-03T21:45:03.853Z;2026-08-03T22:08:10.201Z;/api/10262/shop-order/590069/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;590878;430;2026-06-17;4;2026-08-03T21:44:59.525Z;2026-08-03T22:07:06.387Z;/api/10262/shop-order/590878/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;594564;431;2026-06-23;4;2026-08-03T21:44:46.903Z;2026-08-03T22:25:53.809Z;/api/10262/shop-order/594564/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;595263;432;2026-06-24;4;2026-08-03T21:44:41.939Z;2026-08-03T22:25:50.026Z;/api/10262/shop-order/595263/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;598883;433;2026-06-30;4;2026-08-03T21:44:27.911Z;2026-08-03T22:29:36.085Z;/api/10262/shop-order/598883/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;599530;434;2026-07-01;4;2026-08-03T21:44:23.815Z;2026-08-03T22:16:31.021Z;/api/10262/shop-order/599530/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;603489;435;2026-07-08;4;2026-08-03T21:44:10.969Z;2026-08-03T22:17:18.205Z;/api/10262/shop-order/603489/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;604178;436;2026-07-08;4;2026-08-03T21:44:05.381Z;2026-08-03T22:14:13.579Z;/api/10262/shop-order/604178/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;607883;437;2026-07-14;4;2026-08-03T21:43:57.304Z;2026-08-03T22:15:03.459Z;/api/10262/shop-order/607883/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;608615;438;2026-07-15;4;2026-08-03T21:43:52.788Z;2026-08-03T22:28:00.929Z;/api/10262/shop-order/608615/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;612264;439;2026-07-21;4;2026-08-03T21:43:41.218Z;2026-08-03T22:06:49.156Z;/api/10262/shop-order/612264/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;612946;440;2026-07-22;4;2026-08-03T21:43:37.031Z;2026-08-03T22:12:43.597Z;/api/10262/shop-order/612946/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;616824;441;2026-07-28;4;2026-08-03T21:43:25.959Z;2026-08-03T22:26:32.355Z;/api/10262/shop-order/616824/change?order_by=name
Enchilada;Bar Enchilada Augsburg;10262;617552;442;2026-07-30;4;2026-08-03T21:43:16.437Z;2026-08-03T22:18:26.303Z;/api/10262/shop-order/617552/change?order_by=name
Wilma Wunder;Bar Karlsruhe;10772;540067;316;2026-03-25;1;2026-08-03T15:09:04.470Z;2026-08-03T15:09:04.470Z;/api/10772/shop-order/540067/change?order_by=name
Wilma Wunder;Bar Karlsruhe;10772;542070;317;2026-03-29;1;2026-08-03T15:08:50.580Z;2026-08-03T15:08:50.580Z;/api/10772/shop-order/542070/change?order_by=name
Wilma Wunder;Bar Karlsruhe;10772;547774;318;2026-04-09;1;2026-08-03T15:08:04.262Z;2026-08-03T15:08:04.262Z;/api/10772/shop-order/547774/change?order_by=name
Wilma Wunder;Bar Karlsruhe;10772;548899;319;2026-04-11;1;2026-08-03T15:07:57.454Z;2026-08-03T15:07:57.454Z;/api/10772/shop-order/548899/change?order_by=name
Wilma Wunder;Bar Karlsruhe;10772;550515;322;2026-04-13;1;2026-08-03T15:07:35.472Z;2026-08-03T15:07:35.472Z;/api/10772/shop-order/550515/change?order_by=name
Wilma Wunder;Bar Karlsruhe;10772;555139;325;2026-04-20;1;2026-08-03T15:06:42.286Z;2026-08-03T15:06:42.286Z;/api/10772/shop-order/555139/change?order_by=name
Wilma Wunder;Bar Freudenstadt;12289;610386;32;2026-07-19;4;2026-08-03T14:27:12.712Z;2026-08-03T15:12:19.324Z;/api/12289/shop-order/610386/change?order_by=name
Wilma Wunder;Bar Freudenstadt;12289;618817;34;2026-08-01;4;2026-08-03T14:26:45.882Z;2026-08-03T15:03:54.206Z;/api/12289/shop-order/618817/change?order_by=name
