konzept;bereich;gueltig_von;artikelnummer;bezeichnung;lieferant;rubrik;optional;nur_betriebe;quelle
Aposto;kueche;2026-01-01;6747;Thunfisch in Öl;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;2210015;Trüffelöl;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300110;Rinderstreifen;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;500087;Vitello Sauce;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300135;Thunfischtatar;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;500080;Caesar Dressing;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300120;Chicken Tinga;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300121;Pulled Beef Barbacoa;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;306029;BBQ Dip;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300117;Veganes Beef;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300134;Carbonara Sauce;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300131;Agnolotti Feige Pecorino;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300130;Spaghettinester;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300094;Rigatoni;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;4551;Bolognese Sauce;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;500085;Shirataki Udon;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300145;Pizzateig Protein;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;500097;Olivenöl 5L;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;306034;Aioli;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;492001;Himbeeren TK;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;263;Mozzarella gerieben;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;bar;2026-01-01;10170335;Drey Honig Portionspackung;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;14866661;Kaffeesahne;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;20183820;Zuckersticks;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;10001783;Debic Sprühsahne;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;15640277;Rohrzucker Weiß;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;18217568;Haferdrink;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;18459173;H-Milch 1,5%;Chefs Culinar;Eiskarte;false;;PAL Aposto 2026.xlsx / Bar / PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;12604777;Amarettini;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;18459241;H-Milch 3,5%;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;18651676;TK Melonenbällchen;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;60149869;TK Beerenmix;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;60169268;H-Kakao Gourmet;Chefs Culinar;Eiskarte;false;;PAL Aposto 2026.xlsx / Bar / PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;9501;Aperol;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;756;Averna;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;964;Baileys;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;604;Frangelico;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;934;Kahlua;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;5271;Lillet Blanc;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;4146;Grappa Nonino;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;750;Ramazzotti;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;9712;Smirnoff Red;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;200012;Sarti Rosa;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;7884;Martini Floreale;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;90141;Apricot Brandy;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;90171;Cachaca;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;90161;Basic Dry Gin;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;90121;Triple Sec;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;9982;Overproof Rum;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;90152;Basic Vodka;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;200030;Long Island Mix;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;9771;Gordons Pink;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;515;Hendricks Gin;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;540;Malfy Limone;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;526;Tanqueray Gin;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;200147;Grenadine Sirup;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;9085;Holunderblütensirup;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;200137;Rohrzucker Sirup;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;200149;Kokossirup;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;108817;Minzlimo Sirup;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;108816;Himbeerlimo Sirup;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;108819;Blaubeer Honig Sirup;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;757;Campari;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;7471;Jim Beam;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;751;Likör 43;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;747;Jack Daniels;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;77831;Limoncello;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;9891;Cointreau;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;3805081;Zitronensaft Frisch;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;955;Bacardi Rum;Distra;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Acqua Panna Mw 16X0,75L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Acqua Panna Mw 24X0,25L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Allg. Büble Afrei Bv;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Allg. Büble Edelweiss;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Bierra Moretti;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Bitburger Alkoholfrei Ln 24X0,33L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Bitburger Premium Pils 30L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Büble Edelweißbier 30L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Fever-Tree Mediterreaneum Tonic;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Ananas Mw 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Apfel Trüb Mw 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Banane Mw 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Cranberry Mw 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Guave Drachenfrucht;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Johannisbeer Mw 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Kirsch Mw 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Lime Juice Cord.;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Maracuja Mw 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Orangen Saft Mw 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Pfirsich Mw 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Granini Zitronensaft;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Köstritzer Edel Pils 50L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Köstritzer Kellerbier 30L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Köstritzer Schwarzbier 30L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Mirinda Orange Postm.bib;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Pepsi Cola Bib 10L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Pepsi Zero Zucker Mw 24X0,20L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Red Bull Energy Ds-P 24X0,25L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;San Pellegrino Mw 16X0,75L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;San Pellegrino Mw 24X0,25L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Bitter Lemon Mw 24X0,20L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Bitter Lemon Pet 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Dry Tonic Water 24X0,20L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Ginger Ale Mw 24X0,20L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Ginger Ale Pet 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Ginger Beer Mw 24X0,20L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Pomegranate 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Tonic Water Mw 24X0,20L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Tonic Water Pet 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes White Peach 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Schweppes Wild Berry Pet 6X1,0L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;;Seven Up Bib 10L;GFGH;;false;;PAL Aposto 2026.xlsx / Bar
Aposto;bar;2026-01-01;14038075;Ulmer Raspelschokolade;Chefs Culinar;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;15955401;H-Schlagsahne;Chefs Culinar;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;11137825;Oreo Cookies;Chefs Culinar;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;60036474;Raspelschokolade Weiss;Chefs Culinar;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;14083310;Zuckerperlen Bunt;Chefs Culinar;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;60053764;Schokosauce Vegan;Chefs Culinar;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;500042;Kokoschips Kakao;Distra;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;500041;Popcornmischung Cinemix;Distra;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;300167;Schokoladen Milcheis;Distra;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;300166;Mangosorbet Eis;Distra;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;300165;Erdbeersorbet Eis;Distra;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Aposto;bar;2026-01-01;300168;Vanille Milcheis;Distra;Eiskarte;false;;PAL Aposto 2026.xlsx / Eiskarte
Enchilada;kueche;2026-01-01;10165003;Gemuesemais Jung Zart 2650Ml;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;10169674;Ananas Stücke 3100ml;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;11426738;Rapsöl 10L;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;12131648;Kuchm.Milchbroetchen 10St/400G;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;13327910;Frischli Bourbon-Vanille-Sauce 1L;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;18858570;Grana Padano Pdo Gehobelt 32% 500G;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;14357886;Tk Megg.kraeuterbutt.-Roset.100X10G;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;15465313;Jalapeno Chili Scheiben Grue.2,89Kg;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;60149171;Cheddar Scheiben 50% 50 x 20 g (PK 1 KG);Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;16107960;Wib.Zimt Gemahlen 1Kg;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;16126763;Starline Chili Cheese Dip 850g;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;16283695;Tk Aviko Super Crunch 7Mm 2,5Kg;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;18039405;Bc Pfeffer Schwarz Gemahlen 1Kg;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;18312294;Gustosal Speisesalz Unjodiert 10Kg;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;60149869;TK-Beerenmix ohne Erdbeeren 2,5 kg / BT;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;18651645;Tk Maiskolben 48X230G;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;18374674;Kokosnussmilch 1L;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;20020163;Feiner Zucker Raffinade Eg I 1Kg;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;20020194;Puderzucker 250G;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;60067489;Sc Tomatenketchup 875Ml;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;60067494;Sc Salatmayonnaise 50% 875Ml;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;60072376;Starline Jalapeno Bbq Dip 850g;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;60073794;Thai.langk.jasmin Duftreis 20Kg;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;60096179;Bc Saure Sahne 10% 5Kg;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;60115919;Tk Gimme Sosse mit Kakao 3X1L;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;60125115;"Tk Sueßkart. Pommes 9x9mm ""Cf"" 2,5Kg";Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;80030011;Alpro Soja-Joghurt Alt.natur 400G;Chefs Culinar;;false;;2026 PAL Enchilada.xlsx / Küche Chefs Culinar
Enchilada;kueche;2026-01-01;393;Garnelen Geschält Vannamei 26/30 roh TK;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;1035;Hähnchenbruststreifen Gewürzt Tk Karton;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;1038;Chicken Wings Bbq Tk Karton;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;1040;Bacon In Scheiben Schale;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;40271;Hamburger 150g Tk Karton;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;48630;Chimichurri Pulled Planted Tk;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300028;Rumpsteak Ohne Fett 200Gr. Tk Karton;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300060;Redefine Beef Flank 10x0,3kg TK;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300078;Redefine Burger 100g TK;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300080;Cauli Wings Tk Karton 1kg;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300081;Homestyle Chik´n Burger 120G Karton;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300120;Chicken Tinga Tk 12x0,5Kg;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300121;Pulled Beef Barbacoa Tk 12x0,5Kg;Distra;Fleischwaren / Veg. Produkte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;482;Balsamicodressing hell Tk;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;486;Enchilada Burgersauce Vegan;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;488;Salsa Mexicana Verde Dose;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;4262;Veloute;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;48613;Chipotle Salsa Cremosa Tk;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;48614;Salsa Tk Karton;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;54017;Guacamole 6X1Kg Tk;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;306032;Braten-Sauce bayrische Art 10Kg Eimer;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;500049;La Costena Chipotle Sauce;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;500051;La Costena Chipotle Sauce;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;2302091;Caesar Dressing Schale 1Kg;Distra;Saucen / Dips / Dressing;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;6800;Schwarze Bohnen;Distra;Salat / Topping / Reis / Dosen;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;500019;Rotkrautsalat Enchilada;Distra;Salat / Topping / Reis / Dosen;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;500081;Pickled Onions Geld 3kg Eimer;Distra;Salat / Topping / Reis / Dosen;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;2510026;Quinoa Bunt 2Kg Beutel;Distra;Salat / Topping / Reis / Dosen;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;268;Cheddar / Gouda Mix;Distra;Milchprodukte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;2641;Frischkäse Eimer 2,5Kg;Distra;Milchprodukte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300033;Knoblauchbutter 6kg TK;Distra;Milchprodukte;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;4046;Burger Buns Mais vegan 85G Tk;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;37219;Rote Beete Tortillas 30cm Tk;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;110141;Komali Maistortillas Gelb 15cm;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;200304;Churros Vorfrittiert Tk;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300042;Maistortilla 15cm rot Tk;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300043;Maistortilla 15cm grün Tk;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300058;Maistortilla 15cm gelb Tk;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;300128;Vegan Chocolate Lava Cake TK;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;301735;Balkan Fladenbrot 100g TK;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;500075;Weitzentortillas 20 cm;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;500076;Weizentortilla 16cm;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;500077;Weizentortillas 30cm;Distra;Teigwaren;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;661;Enchilada Würzmischung Beutel;Distra;Gewürze und sonstiges;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;662;Fajita Gewürzzubereitung Beutel;Distra;Gewürze und sonstiges;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;664;Pepper Crust Beutel 1Kg;Distra;Gewürze und sonstiges;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;1300;Tortilla-Wärmer Sombrero;Distra;Gewürze und sonstiges;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;1558;Anhängeetiketten Molcajete Guacamole Pack 100 Stk;Distra;Gewürze und sonstiges;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;1589;Lagerungsetikett Wasserlöslich Rolle 500Stk.;Distra;Gewürze und sonstiges;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;13923;Serviette naturbraun klein 20x20;Distra;Gewürze und sonstiges;false;;2026 PAL Enchilada.xlsx / Küche Distra
Enchilada;kueche;2026-01-01;15161;Take Away Karton Boxen 600Ml;Distra;Gewürze und sonstiges;false;;2026 PAL Enchilada.xlsx / Küche Distra
